InvoiceDate,StockCode,TotalQuantity
2010-06-16,16168M,1
2010-06-17,16168M,1
2010-06-18,16168M,1
2010-06-19,16168M,1
2010-06-20,16168M,1
2010-06-21,16168M,2
2010-06-22,16168M,1
2010-06-23,16168M,1
2010-06-24,16168M,1
2010-06-25,16168M,3
2010-06-26,16168M,1
2010-06-27,16168M,1
2010-06-28,16168M,1
2010-06-29,16168M,25
2010-06-30,16168M,2
2010-07-01,16168M,1
2010-07-02,16168M,1
2010-07-03,16168M,1
2010-07-04,16168M,1
2010-07-05,16168M,1
2010-07-06,16168M,1
2010-07-07,16168M,1
2010-07-08,16168M,1
2010-07-09,16168M,1
2010-07-10,16168M,1
2010-07-11,16168M,1
2010-07-12,16168M,1
2010-07-13,16168M,1
2010-07-14,16168M,1
2010-07-15,16168M,1
2010-07-16,16168M,1
2010-07-17,16168M,1
2010-07-18,16168M,1
2010-07-19,16168M,1
2010-07-20,16168M,1
2010-07-21,16168M,1
2010-07-22,16168M,1
2010-07-23,16168M,1
2010-07-24,16168M,1
2010-07-25,16168M,13
2010-07-26,16168M,1
2010-07-27,16168M,1
2010-07-28,16168M,1
2010-07-29,16168M,1
2010-07-30,16168M,1
2010-07-31,16168M,1
2010-08-01,16168M,1
2010-08-02,16168M,1
2010-08-03,16168M,1
2010-08-04,16168M,11
2010-08-05,16168M,1
2010-08-06,16168M,1
2010-08-07,16168M,1
2010-08-08,16168M,1
2010-08-09,16168M,1
2010-08-10,16168M,1
2010-08-11,16168M,3
2010-08-12,16168M,1
2010-08-13,16168M,1
2010-08-14,16168M,1
2010-08-15,16168M,1
2010-08-16,16168M,1
2010-08-17,16168M,1
2010-08-18,16168M,1
2010-08-19,16168M,1
2010-08-20,16168M,1
2010-08-21,16168M,1
2010-08-22,16168M,1
2010-08-23,16168M,1
2010-08-24,16168M,1
2010-08-25,16168M,1
2010-08-26,16168M,1
2010-08-27,16168M,1
2010-08-28,16168M,1
2010-08-29,16168M,1
2010-08-30,16168M,1
2010-08-31,16168M,1
2010-09-01,16168M,1
2010-09-02,16168M,1
2010-09-03,16168M,1
2010-09-04,16168M,1
2010-09-05,16168M,1
2010-09-06,16168M,1
2010-09-07,16168M,1
2010-09-08,16168M,1
2010-09-09,16168M,1
2010-09-10,16168M,1
2010-09-11,16168M,1
2010-09-12,16168M,1
2010-09-13,16168M,1
2010-09-14,16168M,1
2010-09-15,16168M,1
2010-09-16,16168M,1
2010-09-17,16168M,1
2010-09-18,16168M,1
2010-09-19,16168M,1
2010-09-20,16168M,1
2010-09-21,16168M,1
2010-09-22,16168M,1
2010-09-23,16168M,1
2010-09-24,16168M,1
2010-09-25,16168M,1
2010-09-26,16168M,1
2010-09-27,16168M,1
2010-09-28,16168M,13
2010-09-29,16168M,1
2010-09-30,16168M,1
2010-10-01,16168M,1
2010-10-02,16168M,1
2010-10-03,16168M,3
2010-10-04,16168M,1
2010-10-05,16168M,1
2010-10-06,16168M,1
2010-10-07,16168M,1
2010-10-08,16168M,3
2010-10-09,16168M,1
2010-10-10,16168M,1
2010-10-11,16168M,1
2010-10-12,16168M,1
2010-10-13,16168M,1
2010-10-14,16168M,25
2010-10-15,16168M,1
2010-10-16,16168M,1
2010-10-17,16168M,1
2010-10-18,16168M,1
2010-10-19,16168M,1
2010-10-20,16168M,1
2010-10-21,16168M,1
2010-10-22,16168M,1
2010-10-23,16168M,1
2010-10-24,16168M,1
2010-10-25,16168M,1
2010-10-26,16168M,1
2010-10-27,16168M,1
2010-10-28,16168M,1
2010-10-29,16168M,2
2010-10-30,16168M,1
2010-10-31,16168M,1
2010-11-01,16168M,5
2010-11-02,16168M,1
2010-11-03,16168M,1
2010-11-04,16168M,1
2010-11-05,16168M,1
2010-11-06,16168M,1
2010-11-07,16168M,1
2010-11-08,16168M,1
2010-11-09,16168M,1
2010-11-10,16168M,14
2010-11-11,16168M,1
2010-11-12,16168M,1
2010-11-13,16168M,1
2010-11-14,16168M,1
2010-11-15,16168M,1
2010-11-16,16168M,1
2010-11-17,16168M,1
2010-11-18,16168M,3
2010-11-19,16168M,1
2010-11-20,16168M,1
2010-11-21,16168M,1
2010-11-22,16168M,2
2010-11-23,16168M,1
2010-11-24,16168M,1
2010-11-25,16168M,1
2010-11-26,16168M,1
2010-11-27,16168M,1
2010-11-28,16168M,1
2010-11-29,16168M,2
2010-11-30,16168M,1
2010-12-01,16168M,3
2010-12-02,16168M,1
2010-12-03,16168M,1
2010-12-04,16168M,1
2010-12-05,16168M,1
2010-12-06,16168M,1
2010-12-07,16168M,1
2010-12-08,16168M,26
2010-12-09,16168M,1
2010-12-10,16168M,1
2010-12-11,16168M,1
2010-12-12,16168M,1
2010-12-13,16168M,1
2010-12-14,16168M,1
2010-12-15,16168M,1
2010-12-16,16168M,1
2010-12-17,16168M,1
2010-12-18,16168M,1
2010-12-19,16168M,1
2010-12-20,16168M,1
2010-12-21,16168M,1
2010-12-22,16168M,1
2010-12-23,16168M,1
2010-12-24,16168M,1
2010-12-25,16168M,1
2010-12-26,16168M,1
2010-12-27,16168M,1
2010-12-28,16168M,1
2010-12-29,16168M,1
2010-12-30,16168M,1
2010-12-31,16168M,1
2011-01-01,16168M,1
2011-01-02,16168M,1
2011-01-03,16168M,1
2011-01-04,16168M,1
2011-01-05,16168M,1
2011-01-06,16168M,2
2011-01-07,16168M,1
2011-01-08,16168M,1
2011-01-09,16168M,1
2011-01-10,16168M,1
2011-01-11,16168M,1
2011-01-12,16168M,1
2011-01-13,16168M,7
2011-01-14,16168M,1
2011-01-15,16168M,1
2011-01-16,16168M,1
2011-01-17,16168M,1
2011-01-18,16168M,25
2011-01-19,16168M,1
2011-01-20,16168M,1
2011-01-21,16168M,1
2011-01-22,16168M,1
2011-01-23,16168M,1
2011-01-24,16168M,1
2011-01-25,16168M,1
2011-01-26,16168M,1
2011-01-27,16168M,1
2011-01-28,16168M,1
2011-01-29,16168M,1
2011-01-30,16168M,1
2011-01-31,16168M,1
2011-02-01,16168M,1
2011-02-02,16168M,1
2011-02-03,16168M,1
2011-02-04,16168M,27
2011-02-05,16168M,1
2011-02-06,16168M,1
2011-02-07,16168M,1
2011-02-08,16168M,1
2011-02-09,16168M,1
2011-02-10,16168M,1
2011-02-11,16168M,2
2011-02-12,16168M,1
2011-02-13,16168M,1
2011-02-14,16168M,1
2011-02-15,16168M,1
2011-02-16,16168M,1
2011-02-17,16168M,1
2011-02-18,16168M,1
2011-02-19,16168M,1
2011-02-20,16168M,1
2011-02-21,16168M,1
2011-02-22,16168M,1
2011-02-23,16168M,1
2011-02-24,16168M,1
2011-02-25,16168M,1
2011-02-26,16168M,1
2011-02-27,16168M,1
2011-02-28,16168M,1
2011-03-01,16168M,1
2011-03-02,16168M,1
2011-03-03,16168M,2
2011-03-04,16168M,1
2011-03-05,16168M,1
2011-03-06,16168M,1
2011-03-07,16168M,1
2011-03-08,16168M,1
2011-03-09,16168M,1
2011-03-10,16168M,1
2011-03-11,16168M,1
2011-03-12,16168M,1
2011-03-13,16168M,1
2011-03-14,16168M,1
2011-03-15,16168M,1
2011-03-16,16168M,1
2011-03-17,16168M,1
2011-03-18,16168M,1
2011-03-19,16168M,1
2011-03-20,16168M,1
2011-03-21,16168M,1
2011-03-22,16168M,1
2011-03-23,16168M,1
2011-03-24,16168M,1
2011-03-25,16168M,1
2011-03-26,16168M,1
2011-03-27,16168M,1
2011-03-28,16168M,1
2011-03-29,16168M,1
2011-03-30,16168M,1
2011-03-31,16168M,1
2011-04-01,16168M,1
2011-04-02,16168M,1
2011-04-03,16168M,1
2011-04-04,16168M,25
2011-04-05,16168M,1
2011-04-06,16168M,25
2011-04-07,16168M,1
2011-04-08,16168M,1
2011-04-09,16168M,1
2011-04-10,16168M,1
2011-04-11,16168M,1
2011-04-12,16168M,1
2011-04-13,16168M,1
2011-04-14,16168M,1
2011-04-15,16168M,1
2011-04-16,16168M,1
2011-04-17,16168M,1
2011-04-18,16168M,2
2011-04-19,16168M,13
2011-04-20,16168M,1
2011-04-21,16168M,1
2011-04-22,16168M,1
2011-04-23,16168M,1
2011-04-24,16168M,1
2011-04-25,16168M,1
2011-04-26,16168M,1
2011-04-27,16168M,1
2011-04-28,16168M,1
2011-04-29,16168M,1
2011-04-30,16168M,1
2011-05-01,16168M,1
2011-05-02,16168M,1
2011-05-03,16168M,1
2011-05-04,16168M,1
2011-05-05,16168M,1
2011-05-06,16168M,1
2011-05-07,16168M,1
2011-05-08,16168M,1
2011-05-09,16168M,1
2011-05-10,16168M,1
2011-05-11,16168M,1
2011-05-12,16168M,1
2011-05-13,16168M,1
2011-05-14,16168M,1
2011-05-15,16168M,1
2011-05-16,16168M,1
2011-05-17,16168M,1
2011-05-18,16168M,1
2011-05-19,16168M,1
2011-05-20,16168M,1
2011-05-21,16168M,1
2011-05-22,16168M,25
2011-05-23,16168M,1
2011-05-24,16168M,3
2011-05-25,16168M,1
2011-05-26,16168M,1
2011-05-27,16168M,1
2011-05-28,16168M,1
2011-05-29,16168M,1
2011-05-30,16168M,1
2011-05-31,16168M,2
2011-06-01,16168M,1
2011-06-02,16168M,1
2011-06-03,16168M,1
2011-06-04,16168M,1
2011-06-05,16168M,1
2011-06-06,16168M,1
2011-06-07,16168M,1
2011-06-08,16168M,1
2011-06-09,16168M,1
2011-06-10,16168M,4
2011-06-11,16168M,1
2011-06-12,16168M,1
2011-06-13,16168M,25
2011-06-14,16168M,1
2011-06-15,16168M,1
2011-06-16,16168M,1
2011-06-17,16168M,1
2011-06-18,16168M,1
2011-06-19,16168M,1
2011-06-20,16168M,1
2011-06-21,16168M,1
2011-06-22,16168M,1
2011-06-23,16168M,1
2011-06-24,16168M,1
2011-06-25,16168M,1
2011-06-26,16168M,1
2011-06-27,16168M,13
2011-06-28,16168M,1
2011-06-29,16168M,3
2011-06-30,16168M,1
2011-07-01,16168M,1
2011-07-02,16168M,1
2011-07-03,16168M,1
2011-07-04,16168M,1
2011-07-05,16168M,2
2011-07-06,16168M,1
2011-07-07,16168M,1
2011-07-08,16168M,1
2011-07-09,16168M,1
2011-07-10,16168M,1
2011-07-11,16168M,1
2011-07-12,16168M,25
2011-07-13,16168M,1
2011-07-14,16168M,1
2011-07-15,16168M,1
2011-07-16,16168M,1
2011-07-17,16168M,29
2011-07-18,16168M,1
2011-07-19,16168M,1
2011-07-20,16168M,11
2011-07-21,16168M,7
2011-07-22,16168M,1
2011-07-23,16168M,1
2011-07-24,16168M,1
2011-07-25,16168M,1
2011-07-26,16168M,1
2011-07-27,16168M,1
2011-07-28,16168M,1
2011-07-29,16168M,1
2011-07-30,16168M,1
2011-07-31,16168M,1
2011-08-01,16168M,1
2011-08-02,16168M,1
2011-08-03,16168M,1
2011-08-04,16168M,1
2011-08-05,16168M,1
2011-08-06,16168M,1
2011-08-07,16168M,1
2011-08-08,16168M,1
2011-08-09,16168M,1
2011-08-10,16168M,1
2011-08-11,16168M,1
2011-08-12,16168M,1
2011-08-13,16168M,1
2011-08-14,16168M,1
2011-08-15,16168M,1
2011-08-16,16168M,1
2011-08-17,16168M,1
2011-08-18,16168M,1
2011-08-19,16168M,1
2011-08-20,16168M,1
2011-08-21,16168M,1
2011-08-22,16168M,1
2011-08-23,16168M,1
2011-08-24,16168M,1
2011-08-25,16168M,1
2011-08-26,16168M,1
2011-08-27,16168M,1
2011-08-28,16168M,1
2011-08-29,16168M,1
2011-08-30,16168M,1
2011-08-31,16168M,1
2011-09-01,16168M,1
2011-09-02,16168M,1
2011-09-03,16168M,1
2011-09-04,16168M,4
2011-09-05,16168M,1
2011-09-06,16168M,1
2011-09-07,16168M,1
2011-09-08,16168M,13
2011-09-09,16168M,1
2011-09-10,16168M,1
2011-09-11,16168M,1
2011-09-12,16168M,1
2011-09-13,16168M,6
2011-09-14,16168M,1
2011-09-15,16168M,1
2011-09-16,16168M,1
2011-09-17,16168M,1
2011-09-18,16168M,1
2011-09-19,16168M,1
2011-09-20,16168M,1
2011-09-21,16168M,1
2011-09-22,16168M,1
2011-09-23,16168M,1
2011-09-24,16168M,1
2011-09-25,16168M,1
2011-09-26,16168M,1
2011-09-27,16168M,1
2011-09-28,16168M,1
2011-09-29,16168M,1
2011-09-30,16168M,1
2011-10-01,16168M,1
2011-10-02,16168M,1
2011-10-03,16168M,1
2011-10-04,16168M,1
2011-10-05,16168M,1
2011-10-06,16168M,1
2011-10-07,16168M,1
2011-10-08,16168M,1
2011-10-09,16168M,1
2011-10-10,16168M,1
2011-10-11,16168M,1
2011-10-12,16168M,1
2011-10-13,16168M,1
2011-10-14,16168M,1
2011-10-15,16168M,1
2011-10-16,16168M,1
2011-10-17,16168M,1
2011-10-18,16168M,2
2011-10-19,16168M,1
2011-10-20,16168M,1
2011-10-21,16168M,1
2011-10-22,16168M,1
2011-10-23,16168M,1
2011-10-24,16168M,1
2011-10-25,16168M,1
2011-10-26,16168M,1
2011-10-27,16168M,1
2011-10-28,16168M,1
2011-10-29,16168M,1
2011-10-30,16168M,1
2011-10-31,16168M,3
2011-11-01,16168M,1
2011-11-02,16168M,3
2011-11-03,16168M,1
2011-11-04,16168M,1
2011-11-05,16168M,1
2011-11-06,16168M,1
2011-11-07,16168M,1
2011-11-08,16168M,25
2011-11-09,16168M,1
2011-11-10,16168M,1
2011-11-11,16168M,3
2011-11-12,16168M,1
2011-11-13,16168M,1
2011-11-14,16168M,1
2011-11-15,16168M,1
2011-11-16,16168M,1
2011-11-17,16168M,8
2011-11-18,16168M,1
2011-11-19,16168M,1
2011-11-20,16168M,1
2011-11-21,16168M,1
2011-11-22,16168M,1
2011-11-23,16168M,1
2011-11-24,16168M,1
2011-11-25,16168M,1
2011-11-26,16168M,1
2011-11-27,16168M,1
2011-11-28,16168M,1
2011-11-29,16168M,1
2011-11-30,16168M,1
2011-12-01,16168M,3
2011-12-02,16168M,3
2011-12-03,16168M,1
2011-12-04,16168M,1
2011-12-05,16168M,1
2011-12-06,16168M,1
2011-12-07,16168M,1
2011-12-08,16168M,26
2009-12-16,21001,2
2009-12-17,21001,1
2009-12-18,21001,1
2009-12-19,21001,1
2009-12-20,21001,1
2009-12-21,21001,1
2009-12-22,21001,1
2009-12-23,21001,1
2009-12-24,21001,1
2009-12-25,21001,1
2009-12-26,21001,1
2009-12-27,21001,1
2009-12-28,21001,1
2009-12-29,21001,1
2009-12-30,21001,1
2009-12-31,21001,1
2010-01-01,21001,1
2010-01-02,21001,1
2010-01-03,21001,1
2010-01-04,21001,1
2010-01-05,21001,1
2010-01-06,21001,1
2010-01-07,21001,1
2010-01-08,21001,1
2010-01-09,21001,1
2010-01-10,21001,1
2010-01-11,21001,2
2010-01-12,21001,1
2010-01-13,21001,1
2010-01-14,21001,1
2010-01-15,21001,1
2010-01-16,21001,1
2010-01-17,21001,1
2010-01-18,21001,1
2010-01-19,21001,1
2010-01-20,21001,1
2010-01-21,21001,1
2010-01-22,21001,1
2010-01-23,21001,1
2010-01-24,21001,1
2010-01-25,21001,1
2010-01-26,21001,1
2010-01-27,21001,2
2010-01-28,21001,1
2010-01-29,21001,1
2010-01-30,21001,1
2010-01-31,21001,1
2010-02-01,21001,1
2010-02-02,21001,1
2010-02-03,21001,1
2010-02-04,21001,1
2010-02-05,21001,1
2010-02-06,21001,1
2010-02-07,21001,1
2010-02-08,21001,1
2010-02-09,21001,1
2010-02-10,21001,1
2010-02-11,21001,1
2010-02-12,21001,1
2010-02-13,21001,1
2010-02-14,21001,1
2010-02-15,21001,1
2010-02-16,21001,1
2010-02-17,21001,1
2010-02-18,21001,1
2010-02-19,21001,1
2010-02-20,21001,1
2010-02-21,21001,1
2010-02-22,21001,1
2010-02-23,21001,1
2010-02-24,21001,1
2010-02-25,21001,1
2010-02-26,21001,1
2010-02-27,21001,1
2010-02-28,21001,2
2010-03-01,21001,1
2010-03-02,21001,4
2010-03-03,21001,1
2010-03-04,21001,1
2010-03-05,21001,1
2010-03-06,21001,1
2010-03-07,21001,1
2010-03-08,21001,1
2010-03-09,21001,4
2010-03-10,21001,1
2010-03-11,21001,1
2010-03-12,21001,1
2010-03-13,21001,1
2010-03-14,21001,1
2010-03-15,21001,1
2010-03-16,21001,1
2010-03-17,21001,1
2010-03-18,21001,1
2010-03-19,21001,1
2010-03-20,21001,1
2010-03-21,21001,1
2010-03-22,21001,1
2010-03-23,21001,1
2010-03-24,21001,1
2010-03-25,21001,1
2010-03-26,21001,1
2010-03-27,21001,1
2010-03-28,21001,1
2010-03-29,21001,1
2010-03-30,21001,1
2010-03-31,21001,1
2010-04-01,21001,1
2010-04-02,21001,1
2010-04-03,21001,1
2010-04-04,21001,1
2010-04-05,21001,1
2010-04-06,21001,1
2010-04-07,21001,2
2010-04-08,21001,2
2010-04-09,21001,1
2010-04-10,21001,1
2010-04-11,21001,1
2010-04-12,21001,1
2010-04-13,21001,1
2010-04-14,21001,1
2010-04-15,21001,1
2010-04-16,21001,1
2010-04-17,21001,1
2010-04-18,21001,1
2010-04-19,21001,1
2010-04-20,21001,1
2010-04-21,21001,1
2010-04-22,21001,1
2010-04-23,21001,1
2010-04-24,21001,1
2010-04-25,21001,1
2010-04-26,21001,1
2010-04-27,21001,2
2010-04-28,21001,1
2010-04-29,21001,7
2010-04-30,21001,1
2010-05-01,21001,1
2010-05-02,21001,1
2010-05-03,21001,1
2010-05-04,21001,1
2010-05-05,21001,1
2010-05-06,21001,1
2010-05-07,21001,1
2010-05-08,21001,1
2010-05-09,21001,1
2010-05-10,21001,1
2010-05-11,21001,2
2010-05-12,21001,3
2010-05-13,21001,1
2010-05-14,21001,1
2010-05-15,21001,1
2010-05-16,21001,1
2010-05-17,21001,1
2010-05-18,21001,1
2010-05-19,21001,1
2010-05-20,21001,1
2010-05-21,21001,1
2010-05-22,21001,1
2010-05-23,21001,1
2010-05-24,21001,1
2010-05-25,21001,1
2010-05-26,21001,1
2010-05-27,21001,1
2010-05-28,21001,1
2010-05-29,21001,1
2010-05-30,21001,1
2010-05-31,21001,1
2010-06-01,21001,1
2010-06-02,21001,1
2010-06-03,21001,1
2010-06-04,21001,1
2010-06-05,21001,1
2010-06-06,21001,1
2010-06-07,21001,2
2010-06-08,21001,1
2010-06-09,21001,1
2010-06-10,21001,1
2010-06-11,21001,1
2010-06-12,21001,1
2010-06-13,21001,1
2010-06-14,21001,1
2010-06-15,21001,1
2010-06-16,21001,1
2010-06-17,21001,1
2010-06-18,21001,1
2010-06-19,21001,1
2010-06-20,21001,1
2010-06-21,21001,2
2010-06-22,21001,1
2010-06-23,21001,1
2010-06-24,21001,1
2010-06-25,21001,1
2010-06-26,21001,1
2010-06-27,21001,1
2010-06-28,21001,1
2010-06-29,21001,1
2010-06-30,21001,1
2010-07-01,21001,1
2010-07-02,21001,1
2010-07-03,21001,1
2010-07-04,21001,1
2010-07-05,21001,2
2010-07-06,21001,4
2010-07-07,21001,1
2010-07-08,21001,3
2010-07-09,21001,1
2010-07-10,21001,1
2010-07-11,21001,2
2010-07-12,21001,1
2010-07-13,21001,1
2010-07-14,21001,1
2010-07-15,21001,1
2010-07-16,21001,1
2010-07-17,21001,1
2010-07-18,21001,1
2010-07-19,21001,1
2010-07-20,21001,1
2010-07-21,21001,1
2010-07-22,21001,2
2010-07-23,21001,1
2010-07-24,21001,1
2010-07-25,21001,1
2010-07-26,21001,1
2010-07-27,21001,1
2010-07-28,21001,1
2010-07-29,21001,2
2010-07-30,21001,1
2010-07-31,21001,1
2010-08-01,21001,1
2010-08-02,21001,1
2010-08-03,21001,7
2010-08-04,21001,1
2010-08-05,21001,1
2010-08-06,21001,1
2010-08-07,21001,1
2010-08-08,21001,1
2010-08-09,21001,1
2010-08-10,21001,1
2010-08-11,21001,1
2010-08-12,21001,1
2010-08-13,21001,1
2010-08-14,21001,1
2010-08-15,21001,1
2010-08-16,21001,1
2010-08-17,21001,1
2010-08-18,21001,1
2010-08-19,21001,1
2010-08-20,21001,1
2010-08-21,21001,1
2010-08-22,21001,1
2010-08-23,21001,1
2010-08-24,21001,1
2010-08-25,21001,1
2010-08-26,21001,2
2010-08-27,21001,2
2010-08-28,21001,1
2010-08-29,21001,1
2010-08-30,21001,1
2010-08-31,21001,1
2010-09-01,21001,1
2010-09-02,21001,1
2010-09-03,21001,1
2010-09-04,21001,1
2010-09-05,21001,1
2010-09-06,21001,1
2010-09-07,21001,1
2010-09-08,21001,2
2010-09-09,21001,1
2010-09-10,21001,1
2010-09-11,21001,1
2010-09-12,21001,2
2010-09-13,21001,1
2010-09-14,21001,1
2010-09-15,21001,7
2010-09-16,21001,1
2010-09-17,21001,1
2010-09-18,21001,1
2010-09-19,21001,1
2010-09-20,21001,1
2010-09-21,21001,1
2010-09-22,21001,1
2010-09-23,21001,1
2010-09-24,21001,2
2010-09-25,21001,1
2010-09-26,21001,1
2010-09-27,21001,1
2010-09-28,21001,1
2010-09-29,21001,1
2010-09-30,21001,1
2010-10-01,21001,2
2010-10-02,21001,1
2010-10-03,21001,1
2010-10-04,21001,1
2010-10-05,21001,1
2010-10-06,21001,1
2010-10-07,21001,1
2010-10-08,21001,1
2010-10-09,21001,1
2010-10-10,21001,2
2010-10-11,21001,1
2010-10-12,21001,1
2010-10-13,21001,1
2010-10-14,21001,1
2010-10-15,21001,1
2010-10-16,21001,1
2010-10-17,21001,1
2010-10-18,21001,2
2010-10-19,21001,1
2010-10-20,21001,1
2010-10-21,21001,1
2010-10-22,21001,1
2010-10-23,21001,1
2010-10-24,21001,1
2010-10-25,21001,1
2010-10-26,21001,1
2010-10-27,21001,1
2010-10-28,21001,1
2010-10-29,21001,1
2010-10-30,21001,1
2010-10-31,21001,1
2010-11-01,21001,3
2010-11-02,21001,1
2010-11-03,21001,1
2010-11-04,21001,2
2010-11-05,21001,1
2010-11-06,21001,1
2010-11-07,21001,1
2010-11-08,21001,1
2010-11-09,21001,1
2010-11-10,21001,1
2010-11-11,21001,1
2010-11-12,21001,2
2010-11-13,21001,1
2010-11-14,21001,1
2010-11-15,21001,1
2010-11-16,21001,3
2010-11-17,21001,1
2010-11-18,21001,1
2010-11-19,21001,2
2010-11-20,21001,1
2010-11-21,21001,1
2010-11-22,21001,3
2010-11-23,21001,7
2010-11-24,21001,1
2010-11-25,21001,1
2010-11-26,21001,1
2010-11-27,21001,1
2010-11-28,21001,1
2010-11-29,21001,1
2010-11-30,21001,1
2010-12-01,21001,1
2010-12-02,21001,1
2010-12-03,21001,1
2010-12-04,21001,1
2010-12-05,21001,1
2010-12-06,21001,5
2010-12-07,21001,3
2010-12-08,21001,2
2010-12-09,21001,1
2010-12-10,21001,3
2010-12-11,21001,1
2010-12-12,21001,1
2010-12-13,21001,1
2010-12-14,21001,1
2010-12-15,21001,1
2010-12-16,21001,1
2010-12-17,21001,3
2010-12-18,21001,1
2010-12-19,21001,1
2010-12-20,21001,1
2010-12-21,21001,1
2010-12-22,21001,1
